#node	identifier	category	term ID	term description
EZR	9606.ENSP00000338934	Monarch	HP:0100710	Impulsivity
EZR	9606.ENSP00000338934	UniProt Keywords	KW-0007	Acetylation
EZR	9606.ENSP00000338934	UniProt Keywords	KW-0133	Cell shape
EZR	9606.ENSP00000338934	UniProt Keywords	KW-0206	Cytoskeleton
EZR	9606.ENSP00000338934	UniProt Keywords	KW-0472	Membrane
EZR	9606.ENSP00000338934	UniProt Keywords	KW-0597	Phosphoprotein
EZR	9606.ENSP00000338934	UniProt Keywords	KW-0702	S-nitrosylation
EZR	9606.ENSP00000338934	UniProt Keywords	KW-0963	Cytoplasm
EZR	9606.ENSP00000338934	UniProt Keywords	KW-0966	Cell projection
EZR	9606.ENSP00000338934	UniProt Keywords	KW-1003	Cell membrane
EZR	9606.ENSP00000338934	InterPro	IPR000299	FERM domain
EZR	9606.ENSP00000338934	InterPro	IPR000798	Ezrin/radixin/moesin-like
EZR	9606.ENSP00000338934	InterPro	IPR008954	Moesin tail domain superfamily
EZR	9606.ENSP00000338934	InterPro	IPR011174	Ezrin/radixin/moesin
EZR	9606.ENSP00000338934	InterPro	IPR011259	Ezrin/radixin/moesin, C-terminal
EZR	9606.ENSP00000338934	InterPro	IPR011993	PH-like domain superfamily
EZR	9606.ENSP00000338934	InterPro	IPR014352	FERM/acyl-CoA-binding protein superfamily
EZR	9606.ENSP00000338934	InterPro	IPR018979	FERM, N-terminal
EZR	9606.ENSP00000338934	InterPro	IPR018980	FERM, C-terminal PH-like domain
EZR	9606.ENSP00000338934	InterPro	IPR019747	FERM conserved site
EZR	9606.ENSP00000338934	InterPro	IPR019748	FERM central domain
EZR	9606.ENSP00000338934	InterPro	IPR019749	Band 4.1 domain
EZR	9606.ENSP00000338934	InterPro	IPR029071	Ubiquitin-like domain superfamily
EZR	9606.ENSP00000338934	InterPro	IPR035963	FERM superfamily, second domain
EZR	9606.ENSP00000338934	InterPro	IPR041789	ERM family, FERM domain C-lobe
EZR	9606.ENSP00000338934	InterPro	IPR046810	Ezrin/radixin/moesin, alpha-helical domain
EZR	9606.ENSP00000338934	SMART	SM00295	Band 4.1 homologues
EZR	9606.ENSP00000338934	SMART	SM01196	FERM C-terminal PH-like domain
GLMP	9606.ENSP00000354553	GO Process	GO:0006355	Regulation of transcription, DNA-templated
GLMP	9606.ENSP00000354553	GO Process	GO:0006357	Regulation of transcription by RNA polymerase II
GLMP	9606.ENSP00000354553	GO Process	GO:0008104	Protein localization
GLMP	9606.ENSP00000354553	GO Process	GO:0009889	Regulation of biosynthetic process
GLMP	9606.ENSP00000354553	GO Process	GO:0009891	Positive regulation of biosynthetic process
GLMP	9606.ENSP00000354553	GO Process	GO:0009893	Positive regulation of metabolic process
GLMP	9606.ENSP00000354553	GO Process	GO:0009987	Cellular process
GLMP	9606.ENSP00000354553	GO Process	GO:0010468	Regulation of gene expression
GLMP	9606.ENSP00000354553	GO Process	GO:0010556	Regulation of macromolecule biosynthetic process
GLMP	9606.ENSP00000354553	GO Process	GO:0010557	Positive regulation of macromolecule biosynthetic process
GLMP	9606.ENSP00000354553	GO Process	GO:0010604	Positive regulation of macromolecule metabolic process
GLMP	9606.ENSP00000354553	GO Process	GO:0019219	Regulation of nucleobase-containing compound metabolic process
GLMP	9606.ENSP00000354553	GO Process	GO:0019222	Regulation of metabolic process
GLMP	9606.ENSP00000354553	GO Process	GO:0031323	Regulation of cellular metabolic process
GLMP	9606.ENSP00000354553	GO Process	GO:0031325	Positive regulation of cellular metabolic process
GLMP	9606.ENSP00000354553	GO Process	GO:0031326	Regulation of cellular biosynthetic process
GLMP	9606.ENSP00000354553	GO Process	GO:0031328	Positive regulation of cellular biosynthetic process
GLMP	9606.ENSP00000354553	GO Process	GO:0031647	Regulation of protein stability
GLMP	9606.ENSP00000354553	GO Process	GO:0033036	Macromolecule localization
GLMP	9606.ENSP00000354553	GO Process	GO:0033365	Protein localization to organelle
GLMP	9606.ENSP00000354553	GO Process	GO:0045893	Positive regulation of transcription, DNA-templated
GLMP	9606.ENSP00000354553	GO Process	GO:0045935	Positive regulation of nucleobase-containing compound metabolic process
GLMP	9606.ENSP00000354553	GO Process	GO:0045944	Positive regulation of transcription by RNA polymerase II
GLMP	9606.ENSP00000354553	GO Process	GO:0048518	Positive regulation of biological process
GLMP	9606.ENSP00000354553	GO Process	GO:0048522	Positive regulation of cellular process
GLMP	9606.ENSP00000354553	GO Process	GO:0050789	Regulation of biological process
GLMP	9606.ENSP00000354553	GO Process	GO:0050794	Regulation of cellular process
GLMP	9606.ENSP00000354553	GO Process	GO:0050821	Protein stabilization
GLMP	9606.ENSP00000354553	GO Process	GO:0051171	Regulation of nitrogen compound metabolic process
GLMP	9606.ENSP00000354553	GO Process	GO:0051173	Positive regulation of nitrogen compound metabolic process
GLMP	9606.ENSP00000354553	GO Process	GO:0051179	Localization
GLMP	9606.ENSP00000354553	GO Process	GO:0051252	Regulation of RNA metabolic process
GLMP	9606.ENSP00000354553	GO Process	GO:0051254	Positive regulation of RNA metabolic process
GLMP	9606.ENSP00000354553	GO Process	GO:0051641	Cellular localization
GLMP	9606.ENSP00000354553	GO Process	GO:0060255	Regulation of macromolecule metabolic process
GLMP	9606.ENSP00000354553	GO Process	GO:0061462	Protein localization to lysosome
GLMP	9606.ENSP00000354553	GO Process	GO:0065007	Biological regulation
GLMP	9606.ENSP00000354553	GO Process	GO:0065008	Regulation of biological quality
GLMP	9606.ENSP00000354553	GO Process	GO:0070727	Cellular macromolecule localization
GLMP	9606.ENSP00000354553	GO Process	GO:0072665	Protein localization to vacuole
GLMP	9606.ENSP00000354553	GO Process	GO:0080090	Regulation of primary metabolic process
GLMP	9606.ENSP00000354553	GO Process	GO:1902680	Positive regulation of RNA biosynthetic process
GLMP	9606.ENSP00000354553	GO Process	GO:1903506	Regulation of nucleic acid-templated transcription
GLMP	9606.ENSP00000354553	GO Process	GO:1903508	Positive regulation of nucleic acid-templated transcription
GLMP	9606.ENSP00000354553	GO Process	GO:2001141	Regulation of RNA biosynthetic process
GLMP	9606.ENSP00000354553	GO Component	GO:0000323	Lytic vacuole
GLMP	9606.ENSP00000354553	GO Component	GO:0005622	Intracellular anatomical structure
GLMP	9606.ENSP00000354553	GO Component	GO:0005634	Nucleus
GLMP	9606.ENSP00000354553	GO Component	GO:0005737	Cytoplasm
GLMP	9606.ENSP00000354553	GO Component	GO:0005764	Lysosome
GLMP	9606.ENSP00000354553	GO Component	GO:0005765	Lysosomal membrane
GLMP	9606.ENSP00000354553	GO Component	GO:0005773	Vacuole
GLMP	9606.ENSP00000354553	GO Component	GO:0005774	Vacuolar membrane
GLMP	9606.ENSP00000354553	GO Component	GO:0005829	Cytosol
GLMP	9606.ENSP00000354553	GO Component	GO:0016020	Membrane
GLMP	9606.ENSP00000354553	GO Component	GO:0016021	Integral component of membrane
GLMP	9606.ENSP00000354553	GO Component	GO:0031090	Organelle membrane
GLMP	9606.ENSP00000354553	GO Component	GO:0031224	Intrinsic component of membrane
GLMP	9606.ENSP00000354553	GO Component	GO:0043226	Organelle
GLMP	9606.ENSP00000354553	GO Component	GO:0043227	Membrane-bounded organelle
GLMP	9606.ENSP00000354553	GO Component	GO:0043229	Intracellular organelle
GLMP	9606.ENSP00000354553	GO Component	GO:0043231	Intracellular membrane-bounded organelle
GLMP	9606.ENSP00000354553	GO Component	GO:0098588	Bounding membrane of organelle
GLMP	9606.ENSP00000354553	GO Component	GO:0098852	Lytic vacuole membrane
GLMP	9606.ENSP00000354553	GO Component	GO:0110165	Cellular anatomical entity
GLMP	9606.ENSP00000354553	STRING clusters	CL:17204	Mixed, incl. Immunoglobulin complex, and Immunoglobulin binding
GLMP	9606.ENSP00000354553	STRING clusters	CL:17205	Immunoglobulin complex, and IgG-binding protein
GLMP	9606.ENSP00000354553	STRING clusters	CL:17206	Immunoglobulin complex, and DNA recombinase complex
GLMP	9606.ENSP00000354553	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
GLMP	9606.ENSP00000354553	TISSUES	BTO:0000042	Animal
GLMP	9606.ENSP00000354553	TISSUES	BTO:0000081	Reproductive system
GLMP	9606.ENSP00000354553	TISSUES	BTO:0000083	Female reproductive system
GLMP	9606.ENSP00000354553	TISSUES	BTO:0000174	Embryonic structure
GLMP	9606.ENSP00000354553	TISSUES	BTO:0000284	Organism form
GLMP	9606.ENSP00000354553	TISSUES	BTO:0000449	Fetus
GLMP	9606.ENSP00000354553	TISSUES	BTO:0001078	Placenta
GLMP	9606.ENSP00000354553	TISSUES	BTO:0001489	Whole body
GLMP	9606.ENSP00000354553	TISSUES	BTO:0003091	Urogenital system
GLMP	9606.ENSP00000354553	TISSUES	BTO:0003099	Internal female genital organ
GLMP	9606.ENSP00000354553	COMPARTMENTS	GOCC:0000323	Lytic vacuole
GLMP	9606.ENSP00000354553	COMPARTMENTS	GOCC:0005622	Intracellular
GLMP	9606.ENSP00000354553	COMPARTMENTS	GOCC:0005737	Cytoplasm
GLMP	9606.ENSP00000354553	COMPARTMENTS	GOCC:0005764	Lysosome
GLMP	9606.ENSP00000354553	COMPARTMENTS	GOCC:0005773	Vacuole
GLMP	9606.ENSP00000354553	COMPARTMENTS	GOCC:0030112	Glycocalyx
GLMP	9606.ENSP00000354553	COMPARTMENTS	GOCC:0030312	External encapsulating structure
GLMP	9606.ENSP00000354553	COMPARTMENTS	GOCC:0043226	Organelle
GLMP	9606.ENSP00000354553	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
GLMP	9606.ENSP00000354553	COMPARTMENTS	GOCC:0043229	Intracellular organelle
GLMP	9606.ENSP00000354553	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
GLMP	9606.ENSP00000354553	COMPARTMENTS	GOCC:0071944	Cell periphery
GLMP	9606.ENSP00000354553	COMPARTMENTS	GOCC:0090123	Lysosomal glycocalyx
GLMP	9606.ENSP00000354553	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
GLMP	9606.ENSP00000354553	UniProt Keywords	KW-0025	Alternative splicing
GLMP	9606.ENSP00000354553	UniProt Keywords	KW-0325	Glycoprotein
GLMP	9606.ENSP00000354553	UniProt Keywords	KW-0458	Lysosome
GLMP	9606.ENSP00000354553	UniProt Keywords	KW-0472	Membrane
GLMP	9606.ENSP00000354553	UniProt Keywords	KW-0732	Signal
GLMP	9606.ENSP00000354553	UniProt Keywords	KW-0812	Transmembrane
GLMP	9606.ENSP00000354553	UniProt Keywords	KW-1133	Transmembrane helix
GLMP	9606.ENSP00000354553	Pfam	PF15065	Lysosomal transcription factor, NCU-G1
GLMP	9606.ENSP00000354553	InterPro	IPR029382	Lysosomal transcription factor, NCU-G1
HOOK1	9606.ENSP00000360252	GO Process	GO:0000003	Reproduction
HOOK1	9606.ENSP00000360252	GO Process	GO:0000226	Microtubule cytoskeleton organization
HOOK1	9606.ENSP00000360252	GO Process	GO:0003006	Developmental process involved in reproduction
HOOK1	9606.ENSP00000360252	GO Process	GO:0006810	Transport
HOOK1	9606.ENSP00000360252	GO Process	GO:0006996	Organelle organization
HOOK1	9606.ENSP00000360252	GO Process	GO:0007010	Cytoskeleton organization
HOOK1	9606.ENSP00000360252	GO Process	GO:0007017	Microtubule-based process
HOOK1	9606.ENSP00000360252	GO Process	GO:0007030	Golgi organization
HOOK1	9606.ENSP00000360252	GO Process	GO:0007032	Endosome organization
HOOK1	9606.ENSP00000360252	GO Process	GO:0007033	Vacuole organization
HOOK1	9606.ENSP00000360252	GO Process	GO:0007034	Vacuolar transport
HOOK1	9606.ENSP00000360252	GO Process	GO:0007040	Lysosome organization
HOOK1	9606.ENSP00000360252	GO Process	GO:0007041	Lysosomal transport
HOOK1	9606.ENSP00000360252	GO Process	GO:0007276	Gamete generation
HOOK1	9606.ENSP00000360252	GO Process	GO:0007281	Germ cell development
HOOK1	9606.ENSP00000360252	GO Process	GO:0007283	Spermatogenesis
HOOK1	9606.ENSP00000360252	GO Process	GO:0007286	Spermatid development
HOOK1	9606.ENSP00000360252	GO Process	GO:0008104	Protein localization
HOOK1	9606.ENSP00000360252	GO Process	GO:0008333	Endosome to lysosome transport
HOOK1	9606.ENSP00000360252	GO Process	GO:0009987	Cellular process
HOOK1	9606.ENSP00000360252	GO Process	GO:0010256	Endomembrane system organization
HOOK1	9606.ENSP00000360252	GO Process	GO:0015031	Protein transport
HOOK1	9606.ENSP00000360252	GO Process	GO:0016043	Cellular component organization
HOOK1	9606.ENSP00000360252	GO Process	GO:0016050	Vesicle organization
HOOK1	9606.ENSP00000360252	GO Process	GO:0016192	Vesicle-mediated transport
HOOK1	9606.ENSP00000360252	GO Process	GO:0016482	Cytosolic transport
HOOK1	9606.ENSP00000360252	GO Process	GO:0019953	Sexual reproduction
HOOK1	9606.ENSP00000360252	GO Process	GO:0022412	Cellular process involved in reproduction in multicellular organism
HOOK1	9606.ENSP00000360252	GO Process	GO:0022414	Reproductive process
HOOK1	9606.ENSP00000360252	GO Process	GO:0022607	Cellular component assembly
HOOK1	9606.ENSP00000360252	GO Process	GO:0030154	Cell differentiation
HOOK1	9606.ENSP00000360252	GO Process	GO:0030705	Cytoskeleton-dependent intracellular transport
HOOK1	9606.ENSP00000360252	GO Process	GO:0031122	Cytoplasmic microtubule organization
HOOK1	9606.ENSP00000360252	GO Process	GO:0032501	Multicellular organismal process
HOOK1	9606.ENSP00000360252	GO Process	GO:0032502	Developmental process
HOOK1	9606.ENSP00000360252	GO Process	GO:0032504	Multicellular organism reproduction
HOOK1	9606.ENSP00000360252	GO Process	GO:0033036	Macromolecule localization
HOOK1	9606.ENSP00000360252	GO Process	GO:0044085	Cellular component biogenesis
HOOK1	9606.ENSP00000360252	GO Process	GO:0045022	Early endosome to late endosome transport
HOOK1	9606.ENSP00000360252	GO Process	GO:0045184	Establishment of protein localization
HOOK1	9606.ENSP00000360252	GO Process	GO:0046907	Intracellular transport
HOOK1	9606.ENSP00000360252	GO Process	GO:0048232	Male gamete generation
HOOK1	9606.ENSP00000360252	GO Process	GO:0048468	Cell development
HOOK1	9606.ENSP00000360252	GO Process	GO:0048515	Spermatid differentiation
HOOK1	9606.ENSP00000360252	GO Process	GO:0048609	Multicellular organismal reproductive process
HOOK1	9606.ENSP00000360252	GO Process	GO:0048856	Anatomical structure development
HOOK1	9606.ENSP00000360252	GO Process	GO:0048869	Cellular developmental process
HOOK1	9606.ENSP00000360252	GO Process	GO:0051179	Localization
HOOK1	9606.ENSP00000360252	GO Process	GO:0051234	Establishment of localization
HOOK1	9606.ENSP00000360252	GO Process	GO:0051641	Cellular localization
HOOK1	9606.ENSP00000360252	GO Process	GO:0051649	Establishment of localization in cell
HOOK1	9606.ENSP00000360252	GO Process	GO:0070727	Cellular macromolecule localization
HOOK1	9606.ENSP00000360252	GO Process	GO:0071702	Organic substance transport
HOOK1	9606.ENSP00000360252	GO Process	GO:0071705	Nitrogen compound transport
HOOK1	9606.ENSP00000360252	GO Process	GO:0071840	Cellular component organization or biogenesis
HOOK1	9606.ENSP00000360252	GO Process	GO:0080171	Lytic vacuole organization
HOOK1	9606.ENSP00000360252	GO Process	GO:0097435	Supramolecular fiber organization
HOOK1	9606.ENSP00000360252	GO Process	GO:0098927	Vesicle-mediated transport between endosomal compartments
HOOK1	9606.ENSP00000360252	GO Process	GO:1905198	Manchette assembly
HOOK1	9606.ENSP00000360252	GO Process	GO:1905719	Protein localization to perinuclear region of cytoplasm
HOOK1	9606.ENSP00000360252	GO Function	GO:0003779	Actin binding
HOOK1	9606.ENSP00000360252	GO Function	GO:0005488	Binding
HOOK1	9606.ENSP00000360252	GO Function	GO:0005515	Protein binding
HOOK1	9606.ENSP00000360252	GO Function	GO:0008017	Microtubule binding
HOOK1	9606.ENSP00000360252	GO Function	GO:0008092	Cytoskeletal protein binding
HOOK1	9606.ENSP00000360252	GO Function	GO:0015631	Tubulin binding
HOOK1	9606.ENSP00000360252	GO Function	GO:0042802	Identical protein binding
HOOK1	9606.ENSP00000360252	GO Function	GO:0042803	Protein homodimerization activity
HOOK1	9606.ENSP00000360252	GO Function	GO:0046983	Protein dimerization activity
HOOK1	9606.ENSP00000360252	GO Function	GO:0051959	Dynein light intermediate chain binding
HOOK1	9606.ENSP00000360252	GO Component	GO:0005622	Intracellular anatomical structure
HOOK1	9606.ENSP00000360252	GO Component	GO:0005737	Cytoplasm
HOOK1	9606.ENSP00000360252	GO Component	GO:0005813	Centrosome
HOOK1	9606.ENSP00000360252	GO Component	GO:0005815	Microtubule organizing center
HOOK1	9606.ENSP00000360252	GO Component	GO:0005829	Cytosol
HOOK1	9606.ENSP00000360252	GO Component	GO:0005856	Cytoskeleton
HOOK1	9606.ENSP00000360252	GO Component	GO:0005874	Microtubule
HOOK1	9606.ENSP00000360252	GO Component	GO:0015630	Microtubule cytoskeleton
HOOK1	9606.ENSP00000360252	GO Component	GO:0032991	Protein-containing complex
HOOK1	9606.ENSP00000360252	GO Component	GO:0043226	Organelle
HOOK1	9606.ENSP00000360252	GO Component	GO:0043228	Non-membrane-bounded organelle
HOOK1	9606.ENSP00000360252	GO Component	GO:0043229	Intracellular organelle
HOOK1	9606.ENSP00000360252	GO Component	GO:0043232	Intracellular non-membrane-bounded organelle
HOOK1	9606.ENSP00000360252	GO Component	GO:0070695	FHF complex
HOOK1	9606.ENSP00000360252	GO Component	GO:0099080	Supramolecular complex
HOOK1	9606.ENSP00000360252	GO Component	GO:0099081	Supramolecular polymer
HOOK1	9606.ENSP00000360252	GO Component	GO:0099512	Supramolecular fiber
HOOK1	9606.ENSP00000360252	GO Component	GO:0099513	Polymeric cytoskeletal fiber
HOOK1	9606.ENSP00000360252	GO Component	GO:0110165	Cellular anatomical entity
HOOK1	9606.ENSP00000360252	STRING clusters	CL:26208	Mixed, incl. Golgi-to-ER retrograde transport, and Cytoplasmic dynein complex
HOOK1	9606.ENSP00000360252	STRING clusters	CL:26522	FHF complex, and Retinoic acid induced 16-like protein
HOOK1	9606.ENSP00000360252	STRING clusters	CL:26526	FHF complex
HOOK1	9606.ENSP00000360252	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
HOOK1	9606.ENSP00000360252	TISSUES	BTO:0000042	Animal
HOOK1	9606.ENSP00000360252	TISSUES	BTO:0000080	Male reproductive gland
HOOK1	9606.ENSP00000360252	TISSUES	BTO:0000081	Reproductive system
HOOK1	9606.ENSP00000360252	TISSUES	BTO:0000082	Male reproductive system
HOOK1	9606.ENSP00000360252	TISSUES	BTO:0000083	Female reproductive system
HOOK1	9606.ENSP00000360252	TISSUES	BTO:0000254	Female reproductive gland
HOOK1	9606.ENSP00000360252	TISSUES	BTO:0000522	Gland
HOOK1	9606.ENSP00000360252	TISSUES	BTO:0000534	Gonad
HOOK1	9606.ENSP00000360252	TISSUES	BTO:0001363	Testis
HOOK1	9606.ENSP00000360252	TISSUES	BTO:0001488	Endocrine gland
HOOK1	9606.ENSP00000360252	TISSUES	BTO:0001489	Whole body
HOOK1	9606.ENSP00000360252	TISSUES	BTO:0003091	Urogenital system
HOOK1	9606.ENSP00000360252	TISSUES	BTO:0003096	Internal male genital organ
HOOK1	9606.ENSP00000360252	COMPARTMENTS	GOCC:0005622	Intracellular
HOOK1	9606.ENSP00000360252	COMPARTMENTS	GOCC:0005737	Cytoplasm
HOOK1	9606.ENSP00000360252	COMPARTMENTS	GOCC:0032991	Protein-containing complex
HOOK1	9606.ENSP00000360252	COMPARTMENTS	GOCC:0070695	FHF complex
HOOK1	9606.ENSP00000360252	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
HOOK1	9606.ENSP00000360252	UniProt Keywords	KW-0007	Acetylation
HOOK1	9606.ENSP00000360252	UniProt Keywords	KW-0025	Alternative splicing
HOOK1	9606.ENSP00000360252	UniProt Keywords	KW-0175	Coiled coil
HOOK1	9606.ENSP00000360252	UniProt Keywords	KW-0206	Cytoskeleton
HOOK1	9606.ENSP00000360252	UniProt Keywords	KW-0217	Developmental protein
HOOK1	9606.ENSP00000360252	UniProt Keywords	KW-0221	Differentiation
HOOK1	9606.ENSP00000360252	UniProt Keywords	KW-0493	Microtubule
HOOK1	9606.ENSP00000360252	UniProt Keywords	KW-0597	Phosphoprotein
HOOK1	9606.ENSP00000360252	UniProt Keywords	KW-0653	Protein transport
HOOK1	9606.ENSP00000360252	UniProt Keywords	KW-0744	Spermatogenesis
HOOK1	9606.ENSP00000360252	UniProt Keywords	KW-0813	Transport
HOOK1	9606.ENSP00000360252	UniProt Keywords	KW-0963	Cytoplasm
HOOK1	9606.ENSP00000360252	Pfam	PF05622	HOOK protein coiled-coil region
HOOK1	9606.ENSP00000360252	InterPro	IPR001715	Calponin homology domain
HOOK1	9606.ENSP00000360252	InterPro	IPR008636	Hook, C-terminal
HOOK1	9606.ENSP00000360252	InterPro	IPR036872	CH domain superfamily
HOOK1	9606.ENSP00000360252	InterPro	IPR043936	HOOK, N-terminal
LRRC58	9606.ENSP00000295628	STRING clusters	CL:29040	Mixed, incl. Leucine-rich repeat, typical subtype, and GAIN domain superfamily
LRRC58	9606.ENSP00000295628	STRING clusters	CL:29041	Mixed, incl. Leucine-rich repeat, typical subtype, and Chloride channel activity
LRRC58	9606.ENSP00000295628	STRING clusters	CL:29042	Mixed, incl. GAIN domain superfamily, and Leucine-rich repeat, typical subtype
LRRC58	9606.ENSP00000295628	STRING clusters	CL:29043	Mixed, incl. GAIN domain superfamily, and Leucine-rich repeat, typical subtype
LRRC58	9606.ENSP00000295628	STRING clusters	CL:29044	Mixed, incl. Dedicator of cytokinesis C, C2 domain, and Leucine-rich repeat, typical subtype
LRRC58	9606.ENSP00000295628	STRING clusters	CL:29045	Dedicator of cytokinesis C, C2 domain, and Leucine-rich repeat, typical subtype
LRRC58	9606.ENSP00000295628	STRING clusters	CL:29046	Leucine-rich repeat, typical subtype, and Regulation of heart looping
LRRC58	9606.ENSP00000295628	STRING clusters	CL:29048	Mostly uncharacterized, incl. Appendicitis, and Channel activator activity
LRRC58	9606.ENSP00000295628	STRING clusters	CL:29049	Mixed, incl. Appendicitis, and Channel activator activity
LRRC58	9606.ENSP00000295628	TISSUES	BTO:0000000	Tissues, cell types and enzyme sources
LRRC58	9606.ENSP00000295628	TISSUES	BTO:0000042	Animal
LRRC58	9606.ENSP00000295628	Monarch	EFO:0004827	Economic and social preference
LRRC58	9606.ENSP00000295628	UniProt Keywords	KW-0433	Leucine-rich repeat
LRRC58	9606.ENSP00000295628	UniProt Keywords	KW-0597	Phosphoprotein
LRRC58	9606.ENSP00000295628	UniProt Keywords	KW-0677	Repeat
LRRC58	9606.ENSP00000295628	InterPro	IPR001611	Leucine-rich repeat
LRRC58	9606.ENSP00000295628	InterPro	IPR003591	Leucine-rich repeat, typical subtype
LRRC58	9606.ENSP00000295628	InterPro	IPR032675	Leucine-rich repeat domain superfamily
LRRC58	9606.ENSP00000295628	SMART	SM00369	Leucine-rich repeats, typical (most populated) subfamily
LRRC58	9606.ENSP00000295628	SMART	SM00370	Leucine-rich repeats, outliers
SH3TC1	9606.ENSP00000245105	STRING clusters	CL:22933	Mixed, incl. RPEL repeat, and Putative adherens-junction anchoring domain
SH3TC1	9606.ENSP00000245105	Monarch	EFO:0004298	Cardiovascular measurement
SH3TC1	9606.ENSP00000245105	Monarch	EFO:0004529	Lipid measurement
SH3TC1	9606.ENSP00000245105	Monarch	EFO:0004582	Liver enzyme measurement
SH3TC1	9606.ENSP00000245105	Monarch	EFO:0004611	Low density lipoprotein cholesterol measurement
SH3TC1	9606.ENSP00000245105	Monarch	EFO:0004732	Lipoprotein measurement
SH3TC1	9606.ENSP00000245105	Monarch	EFO:0004736	Aspartate aminotransferase measurement
SH3TC1	9606.ENSP00000245105	Monarch	EFO:0004747	Protein measurement
SH3TC1	9606.ENSP00000245105	Monarch	EFO:0005105	Lipid or lipoprotein measurement
SH3TC1	9606.ENSP00000245105	Monarch	EFO:0005278	Cardiovascular disease biomarker measurement
SH3TC1	9606.ENSP00000245105	Monarch	EFO:0006952	Cytotoxicity measurement
SH3TC1	9606.ENSP00000245105	Monarch	HP:0000118	Phenotypic abnormality
SH3TC1	9606.ENSP00000245105	Monarch	HP:0000478	Abnormality of the eye
SH3TC1	9606.ENSP00000245105	Monarch	HP:0000496	Abnormality of eye movement
SH3TC1	9606.ENSP00000245105	Monarch	HP:0000639	Nystagmus
SH3TC1	9606.ENSP00000245105	Monarch	HP:0012373	Abnormal eye physiology
SH3TC1	9606.ENSP00000245105	Monarch	HP:0012547	Abnormal involuntary eye movements
SH3TC1	9606.ENSP00000245105	UniProt Keywords	KW-0007	Acetylation
SH3TC1	9606.ENSP00000245105	UniProt Keywords	KW-0597	Phosphoprotein
SH3TC1	9606.ENSP00000245105	UniProt Keywords	KW-0677	Repeat
SH3TC1	9606.ENSP00000245105	UniProt Keywords	KW-0728	SH3 domain
SH3TC1	9606.ENSP00000245105	UniProt Keywords	KW-0802	TPR repeat
SH3TC1	9606.ENSP00000245105	InterPro	IPR001452	SH3 domain
SH3TC1	9606.ENSP00000245105	InterPro	IPR011990	Tetratricopeptide-like helical domain superfamily
SH3TC1	9606.ENSP00000245105	InterPro	IPR019734	Tetratricopeptide repeat
SH3TC1	9606.ENSP00000245105	InterPro	IPR036028	SH3-like domain superfamily
SH3TC1	9606.ENSP00000245105	InterPro	IPR042772	SH3 domain and tetratricopeptide repeat-containing protein SH3TC1/SH3TC2
SH3TC1	9606.ENSP00000245105	SMART	SM00028	Tetratricopeptide repeats
SH3TC1	9606.ENSP00000245105	SMART	SM00326	Src homology 3 domains
SMOC2	9606.ENSP00000346537	GO Process	GO:0007346	Regulation of mitotic cell cycle
SMOC2	9606.ENSP00000346537	GO Process	GO:0009889	Regulation of biosynthetic process
SMOC2	9606.ENSP00000346537	GO Process	GO:0009891	Positive regulation of biosynthetic process
SMOC2	9606.ENSP00000346537	GO Process	GO:0009893	Positive regulation of metabolic process
SMOC2	9606.ENSP00000346537	GO Process	GO:0009966	Regulation of signal transduction
SMOC2	9606.ENSP00000346537	GO Process	GO:0009967	Positive regulation of signal transduction
SMOC2	9606.ENSP00000346537	GO Process	GO:0009987	Cellular process
SMOC2	9606.ENSP00000346537	GO Process	GO:0010556	Regulation of macromolecule biosynthetic process
SMOC2	9606.ENSP00000346537	GO Process	GO:0010557	Positive regulation of macromolecule biosynthetic process
SMOC2	9606.ENSP00000346537	GO Process	GO:0010594	Regulation of endothelial cell migration
SMOC2	9606.ENSP00000346537	GO Process	GO:0010595	Positive regulation of endothelial cell migration
SMOC2	9606.ENSP00000346537	GO Process	GO:0010604	Positive regulation of macromolecule metabolic process
SMOC2	9606.ENSP00000346537	GO Process	GO:0010632	Regulation of epithelial cell migration
SMOC2	9606.ENSP00000346537	GO Process	GO:0010634	Positive regulation of epithelial cell migration
SMOC2	9606.ENSP00000346537	GO Process	GO:0010646	Regulation of cell communication
SMOC2	9606.ENSP00000346537	GO Process	GO:0010647	Positive regulation of cell communication
SMOC2	9606.ENSP00000346537	GO Process	GO:0016043	Cellular component organization
SMOC2	9606.ENSP00000346537	GO Process	GO:0019219	Regulation of nucleobase-containing compound metabolic process
SMOC2	9606.ENSP00000346537	GO Process	GO:0019222	Regulation of metabolic process
SMOC2	9606.ENSP00000346537	GO Process	GO:0022603	Regulation of anatomical structure morphogenesis
SMOC2	9606.ENSP00000346537	GO Process	GO:0023051	Regulation of signaling
SMOC2	9606.ENSP00000346537	GO Process	GO:0023056	Positive regulation of signaling
SMOC2	9606.ENSP00000346537	GO Process	GO:0030198	Extracellular matrix organization
SMOC2	9606.ENSP00000346537	GO Process	GO:0030334	Regulation of cell migration
SMOC2	9606.ENSP00000346537	GO Process	GO:0030335	Positive regulation of cell migration
